text,label,source,collected_at,auto_label,confidence
"Haas in fine form HAVEN, Wis. -- If he were acting his age, Jay Haas would have had the weekend off, resting on his laurels and reaping the benefits of the nice-and-easy Champions Tour.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Hungarian GP, Qualifying Fifth and ninth for Fernando and Jarno following qualifying for tomorrow's Hungarian Grand Prix.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Budapest, Free Practice 3 and 4: A tight battle in store The teams have just finished their final preparations for the race and qualifying, in much lower temperatures than yesterday.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Budapest, Day 1: everythings on track The Renault F1 Team ran through its programme without worrying about the timesheets or its rivals. The focus has been on Sundays race, not Fridays glory.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Offense Needs Work There were few offensive highlights during Virginia Tech's first scrimmage of fall practice on Saturday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"True Sensation Wins A Wet One at Pimlico BALTIMORE, Aug. 14 -- Even before Hurricane Charley ranged up the East Coast and began to drop its drizzle on Pimlico Race Course, the \$75,000 All Brandy Stakes for Maryland-bred fillies and mares had been taken off the track's beat-up turf course.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Lynx Infielder Fontenot Has 'Pretty Good Pop for His Size' At 5 feet 8, 160 pounds, second baseman Mike Fontenot looks more like the Class AAA Ottawa Lynx's batboy than one of the Baltimore Orioles' top prospects.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Phelps On Relay Team Michael Phelps is named to the 4x100-meter freestyle relay team that will compete in Sunday's final, keeping alive his quest for a possible eight Olympic gold medals.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Seven Georgian soldiers wounded as South Ossetia ceasefire violated (AFP) AFP - Sporadic gunfire and shelling took place overnight in the disputed Georgian region of South Ossetia in violation of a fragile ceasefire, wounding seven Georgian servicemen.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Najaf battle a crucial test for Allawi Clashes between US troops and Sadr militiamen escalated Thursday, as the US surrounded Najaf for possible siege.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Eye on Athens, China stresses a 'frugal' 2008 Olympics Amid a reevaluation, officials this week pushed the completion date for venues back to 2007.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Tense Iraq debates new assembly Talks on setting up an Iraqi assembly continue despite fresh violence in Baghdad and the Shia stronghold of Najaf.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Thorpe leads big guns Ian Thorpe sets the fastest time in the 200m freestyle as swimming's top names cruise into the semi-finals.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Jackson probe 'should be public' Santa Barbara's sheriff asks a judge if he can release the results of an inquiry into Michael Jackson's treatment by police.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
India carries out rare execution A man convicted of raping and killing a schoolgirl is hanged in India's first execution in nine years.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Rowling reads to gathered fans Harry Potter author JK Rowling delights a small group of fans by giving her first public reading in Scotland for four years.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Koreans of mixed race tackle a prejudice SEOUL -- For years, Lee Yu Jin kept her secret. Whenever anybody asked -- and they did all the time as her celebrity as an actress and model spread -- she simply denied the rumors. No, she was not a foreigner. She was Korean.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Europe's Eel Population Collapsing (AP) AP - When a poacher with a baseball bat mugged Willem Dekker for his baby eels, it was further confirmation for the Dutch biologist that the species is in trouble.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Sprint Set to Debut Video-Streaming Cell Phone OVERLAND PARK, Kan. (AP) -- Channel surfing is moving off the couch as Sprint Corp...",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Kobe Bryant Due Back in Court Monday (AP) AP - With Kobe Bryant's sexual assault trial scheduled to begin in less than two weeks, speculation is mounting that prosecutors are looking for a way to dismiss the charge after a series of setbacks.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Rangers Designate Bacsik for Assignment (AP) AP - Pitcher Mike Bacsik was designated for assignment by the Texas Rangers on Sunday after going 1-1 with a 4.60 ERA in three starts.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Rebranded Liechtenstein Welcomes Fresh Prince VADUZ, Liechtenstein (Reuters) - The people of Liechtenstein ushered in a new era Sunday as the tiny Alpine principality welcomed a new ruler and sought to shed its image as a haven for money launderers.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
France marks the 'other D-Day' Two days of celebrations to honour the Allied veterans who liberated southern France near a climax.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Phish farewell attracts thousands ""Jam band"" Phish play their last gigs together at a special festival in the US which has attracted thousands of fans.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Bush Surveys Damage in Florida as Toll Is Expected to Mount Hurricane Charley - one of the most powerful storms in the nation's history - caused at least \$20 billion in damage in Florida alone.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Charley Damage Estimated at \$11 Billion PUNTA GORDA, Fla. - As Florida residents began sweeping up the wreckage left behind by Hurricane Charley, officials on Sunday estimated damages as high as \$11 billion for insured homes alone...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
South Africa Ends Phelps Medal Quest ATHENS (Reuters) - South Africa ruined Michael Phelps's dream of winning a record eight gold medals at the Athens Olympics with a stunning victory in the men's 4x100 meters freestyle final on Sunday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Iran Snub to Israel Challenges IOC ATHENS (Reuters) - Iran defied the Olympic spirit on Sunday by refusing to contest a judo bout with an Israeli at the Athens Games, making no effort to hide the fact it was putting solidarity with the Palestinians before gold medals.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Romanian Gymnasts Edge Ahead of U.S. Women ATHENS (Reuters) - Daniela Sofronie displayed all her athleticism to edge Romania ahead of the United States in the Olympic women's gymnastics team qualifying Sunday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"No Gold for Phelps As Relay Team Falters ATHENS, Greece - Mark Spitz can rest easy. The best Michael Phelps can do is win seven gold medals at these Olympics...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Dream Team Stunned by Puerto Rico 92-73 ATHENS, Greece - In an upset that was as historic as it was inevitable, the U.S. men's basketball team lost for only the third time ever in the Olympics on Sunday, 92-73 to Puerto Rico...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Puerto Rico Upsets United States Men The United States men's basketball team lost to Puerto Rico, 92-73. The loss could put the American gold medal hopes in jeopardy.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
No Gold for Phelps as Relay Team Falters South Africa won the gold medal Sunday in the men's 400-meter freestyle relay with a world-record time of 3 minutes 13.17 seconds.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Funds: Are Bond Funds Hazardous? (Clint Willis is a freelance writer who covers mutual funds for Reuters. Any opinions in the column are solely those of Mr. Willis.),business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"O's Beat Blue Jays With Eight-Run Eighth (AP) AP - David Newhan tied a career high with four hits, including a go-ahead double in Baltimore's eight-run eighth inning, and the Orioles rallied for an 11-7 victory over the Toronto Blue Jays on Sunday.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Two visions of Iraq struggle to take hold Fighting in Najaf threatened to undermine a conference to choose a national assembly.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Giants Top Phillies 3-1 to Finish Sweep (AP) AP - Brett Tomko allowed one run in six innings for his first win in nearly a month and helped San Francisco complete a three-game sweep of the Philadelphia Phillies with a 3-1 victory Sunday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
South Africa Ends Phelps' Gold Medal Quest ATHENS (Reuters) - South Africa ruined Michael Phelps's dream of winning a record eight gold medals in a dramatic and controversial day of swimming at the Athens Olympics on Sunday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Johnson Helps D - Backs End Nine - Game Slide NEW YORK (AP) -- Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"U.S. Men Stunned by Puerto Rico, 92-73 ATHENS, Greece - In an upset as historic as it was inevitable, Tim Duncan, Allen Iverson and the rest of the U.S. basketball team lost 92-73 to Puerto Rico on Sunday, only the third Olympic loss ever for America and its first since adding pros...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Dodgers Rally in 8th to Defeat Cubs 8-5 (AP) AP - Adrian Beltre and Shawn Green homered, and Steve Finley hit a go-ahead RBI single in the eighth inning as the Los Angeles Dodgers rallied for an 8-5 victory over the Chicago Cubs on Sunday.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
UN Weighs Situation in Burundi Following Massacre UNITED NATIONS (Reuters) - The U.N. Security Council met in emergency session concerning Burundi on Sunday following the massacre of more than 150 Tutsi Congolese refugees at a camp in western Burundi.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Cold Winters Slow Northeast Hemlock Pest (AP) AP - New England's bitterly cold winters may be hard on people, but they have been even harder on an Asian insect that's threatening to destroy hemlocks, one of the signature trees of the region's forests.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Marlins Beat Brewers 5-3 in 10 Innings (AP) AP - Luis Castillo tied the score with a ninth-inning single, and pinch-hitter Damion Easley hit a two-run double in the 10th inning that led the Florida Marlins over the Milwaukee Brewers 5-3 Sunday.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
NL Wrap: Johnson Fans 14 Mets as Arizona Snaps Slide (Reuters) Reuters - Randy Johnson struck out 14 batters in\8 1/3 innings to help the Arizona Diamondbacks end a nine-game\losing streak with a 2-0 win over the New York Mets on Sunday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
NL Wrap: Johnson Fans 14 Mets as Arizona Snaps Slide NEW YORK (Reuters) - Randy Johnson struck out 14 batters in 8 1/3 innings to help the Arizona Diamondbacks end a nine-game losing streak with a 2-0 win over the New York Mets on Sunday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Puerto Rico Stuns U.S. in Opening Round Puerto Rico upsets the United States, 92-73, at the men's basketball preliminaries on Sunday, the first loss at the Games for the three-time defending gold medalists since 1988.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Monday Morning The regular Monday Morning contributors will return to this page next week, as will the weekly poll.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Homer Sinks Indians Corey Koskie hit a two-run homer in the 10th inning as the Twins overcame a two-run deficit for a 4-2 win Sunday, giving them a two-game lead over the second-place Indians.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
China's Panchen Lama visits Tibet The boy named by the Chinese authorities as the 11th Panchen Lama visits a temple in Tibet.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"As XM Stock Recovered, Executives' Pay Modest Thanks to the SEC, shareholders now get a long-term picture of how their stock is doing, which helps in evaluating executive pay.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Board Members, Executives and Family Members Can Still Benefit Many of Corporate Washington's executives and board members have side deals with the companies they oversee.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Snow Storms Blanket Southern New Zealand (AP) AP - Snow storms isolated New Zealand's fourth biggest city of Dunedin on Monday, closing major roads, shutting schools and factories, and freezing newborn lambs.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Swimming showdown Ian Thorpe and Michael Phelps will chase gold in the men's 200m freestyle on day three of the Olympics.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Puerto Rico Stuns Dream Team, 92-73 ATHENS, Greece - In an upset as historic as it was inevitable, Tim Duncan, Allen Iverson and the rest of the U.S. basketball team lost 92-73 to Puerto Rico on Sunday, only the third Olympic loss ever for America and its first since adding pros...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Scrimmage Gets Ugly Ralph Friedgen used a four-letter word to describe his Maryland team's offensive performance in Sunday's practice: blah.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
F.B.I. Goes Knocking for Political Troublemakers The F.B.I. has been questioning demonstrators in an effort to forestall violent protests at the Republican National Convention.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Nikkei Down, Oil Worries Hit Exporters (Reuters) Reuters - Tokyo's Nikkei fell 1.66 percent by\midday on Monday, extending losses into a third day as another\surge in oil prices deepened worries about the global economic\impact and knocked down exporters such as Toyota Motor Corp.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Wal-Mart Tries to Shine Its Image by Supporting Public Broadcasting Wal-Mart, stung by criticism of its business tactics, is working to improve its image by supporting public broadcasting.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
F.B.I. Goes Knocking for Political Troublemakers The F.B.I. has been questioning demonstrators in an effort to forestall violent protests at the Republican convention.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Greek duo could miss drugs hearing Kostas Kenteris and Katerina Thanou may not be fit enough to attend the hearing into their missed drugs test.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Package prompts US embassy alert An unidentified substance sent to the US embassy in the Malaysian capital Kuala Lumpur leads to a security scare.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Time Is Now for Linux Vendors to Protect Users (Ziff Davis) Ziff Davis - Opinion: It's time for other Linux vendors to follow Red Hat's lead and offer patent infringement protection to their customers.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"In Google's Auction, It's Not Easy to Tell a Bid From a Bet In a competition combining suspense and strategy, countless brave souls are hoping to buy a small piece of Google in an auction this week.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Giants finish off Phillies Brett Tomko allowed one run in six innings for his first win in nearly a month, and the San Francisco Giants closed in on the wild-card lead with a 3-1 victory over the Phillies yesterday in Philadelphia, completing a three-game sweep.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
49ers #146; Beasley out till opener The cheers went up the instant Willis McGahee took the field. How's that for pressure?,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Ginobili gives Argentina big lift at the buzzer Manu Ginobili's off-balance shot left his hand just a split-second before the final buzzer, dropping through the basket to give Argentina an 83-82 victory over Serbia-Montenegro yesterday on the first day of Olympic men's basketball in Athens.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"US eights glide to finals in record times The US men's and women's eights pulled off huge victories in yesterday's Olympic rowing heats, each setting world bests to advance directly to Sunday's finals.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Phelps #146;s quest for 8 golds goes under ATHENS -- The evening began on a down note for the US swimming team, and descended from there. First, world champion Jenny Thompson struggled home fifth in the 100-meter butterfly. Then world record-holder Brendan Hansen was caught by Japan's Kosuke Kitajima in the 100 breaststroke. Finally, the men's 4 x 100 freestyle relay finished third behind South Africa and the ...",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Fighting rages in South Ossetia Heavy fighting erupts in Georgia's breakaway South Ossetia region, shattering a two-day ceasefire.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Sprint Puts Streaming Media on Phones PCS Vision Multimedia streams faster video plus audio channels to Samsung phone.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Liechtenstein royals swap power Liechtenstein's Prince Hans-Adam hands over power to his son and invites the whole nation to a garden party.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Small firms struggle as oil soars Small manufacturers in the UK are struggling in the face of soaring oil prices and higher interest rates, the CBI says.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Symantec Readies Patching Tool ON IPatch monitors, ensures networked Windows systems are current in midsize businesss.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
BearingPoint Wins ID Project at TSA BearingPoint Inc. of McLean won a \$12 million contract from the Transportation Security Administration to begin the third phase in the agency's program to create a standard identification card for U.S. transportation employees.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Expense Issue Draws Mixed Views From Companies The debate over whether companies should treat stock options as an expense draws mixed reactions from Washington area businesses, some of which have a lot to lose if the accounting rule changes.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Ex-Chess Champion Fischer to Marry Japanese Woman TOKYO (Reuters) - In a bold gambit worthy of the chess champion he once was, Bobby Fischer plans to wed a four-time Japan great in the hope of avoiding deportation home to the United States, where he is wanted for breaking sanctions.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Rogue proteins give yeast an edge Rogue proteins that behave like those linked to vCJD and Alzheimer's can give yeast a survival advantage.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Twins Rally to Beat Indians in 10 Innings (AP) AP - The Minnesota Twins left Cleveland clinging to first place in the AL Central #151; and already looking ahead to their next showdown with the surprising Indians.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Doping-Greek Sprint Duo's Hearing Postponed ATHENS (Reuters) - Greek sprinters Costas Kenteris and Katerina Thanou won a two-day reprieve at the Athens Olympics when a disciplinary hearing investigating their missed drugs tests was adjourned until Wednesday.,sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Moya Tames Olympic Wind and Enqvist; Dementieva Out ATHENS (Reuters) - Spanish third seed Carlos Moya tamed a swirling wind and dogged Swedish opponent Thomas Enqvist to reach the second round of the Olympic men's singles with a 7-6, 6-7, 9-7 victory Monday.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Cheap Windows comes under fire Microsoft's attempt to win over new users with a cut-down edition of Windows comes in for strong criticism.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
End of the line for HP's Alpha processor Hewlett-Packard Co. will release the final processor upgrade for its AlphaServer line of Unix servers on Monday.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Ex-Chess Champion Fischer to Marry Japanese Woman TOKYO (Reuters) - In a bold gambit worthy of the chess champion he once was, Bobby Fischer plans to wed a four-time Japanese great in the hope of avoiding deportation home to the United States, where he is wanted for breaking sanctions.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Lebanese shun mobile phones for a day in protest at high costs (AFP) AFP - Lebanese mobile phone users were urged to leave their portable telephones at home or switched off in protest at what is considered one of the costliest services in the world.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Patriots Sign First-Round Pick Watson (AP) AP - The New England Patriots signed first-round draft pick Benjamin Watson on Monday, ending the tight end's lengthy holdout.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Indonesia urges debt flexibility Indonesia calls on the International Monetary Fund to help reschedule its debts, as figures reveal a slowdown in economic growth.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Insurers Begin Tallying Charley Losses (Reuters) Reuters - U.S. insurers on Monday predicted that\Hurricane Charley could be the most costly U.S. storm since\Andrew in 1992, with Florida officials initially estimating\economic losses at #36;15 billion.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Crews Rush to Hurricane-Ravaged Florida PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to help residents rally from the brunt of Hurricane Charley, the worst storm to hit the state in a dozen years...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"China Condemns Whistle-Blower A Communist Party whistle-blower who created a national sensation in China by publicly accusing his superiors of tolerating official corruption has been condemned for breaking party rules and ordered to ""do a complete self-examination,"" authorities announced.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Lowe's Reports Increase in Second-Quarter Net Income Lowe's reported a 17.9 percent increase in net income during its second quarter, but results missed Wall Street expectations.",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"On the Beastie Boys 'virus' CD &lt;strong&gt;Review&lt;/strong&gt; Does not attempt world domination, but",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Phelps to Take on Thorpe in Busy Night ATHENS, Greece - Michael Phelps, still smarting after America's upset loss to South Africa in the 400 freestyle relay, returned to the pool Monday and qualified fastest for the Olympic 200-meter butterfly. Phelps' quest to break Mark Spitz's record of seven gold medals at the 1972 Munich Games was dashed with the Americans' bronze medal in the relay Sunday night...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Florida Hurricane Death Toll Rises to 17 PUNTA GORDA, Fla. - Urban rescue teams, insurance adjusters and National Guard troops scattered across Florida Monday to dig out victims of Hurricane Charley and deliver water and other supplies to thousands of people left homeless...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"How to Hire a Financial Planner (The Motley Fool) The Motley Fool - You've got a money question, and the guy in the next cubicle hasn't a clue how to answer. You need trustworthy information. But where to start?",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"The Sponsor Moves In The Days, owned by its advertisers, may boost ABC'S bottom line. But will they control content?",business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"South African telephone monopoly to go ahead with lay-offs despite court ban (AFP) AFP - South African fixed line monopoly Telkom vowed to go ahead with plans to cut 4,000 jobs despite a court injunction forcing the state-run enterprise to seek agreement with the unions.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Donkey cart beats out Porsche in Portuguese road race (AFP) AFP - A donkey cart beat a Porsche in a race held in a northern Portuguese city over the weekend to see which mode of transportation could best handle car congestion.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Stamps.com Asks You to Picture This The online postage service offers a chance to put personal pictures on official stamps.,business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
HP unveils Unix roadmaps &lt;strong&gt;HP World&lt;/strong&gt; Free Alpha upgrades to stem defections,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Plurality of Worlds in the Universe Did the same Greek philosophers who declared the first truce for Olympic competition have the foresight to imagine a universe not just where many countries could coexist, but also a universe occupied by many such habitable worlds?",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Microsoft ships updated Works Version 8 of the low-priced productivity package includes a stand-alone dictionary and a PowerPoint add-on.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Briefly: FaceTime pulls in \$16 million roundup Plus: Bladed desktop pioneer gets \$25 million...AOL kicks off free fantasy sports...HP partners with 3G gear maker.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Blackhawks Re-Sign Defenseman Berard Chicago, Ill. (Sports Network) - The Chicago Blackhawks Monday agreed to terms on a one-year contract with defenseman Bryan Berard. As per team policy, financial terms of the deal were not disclosed.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Murder search police make arrest Police investigating the murder of newlywed Chanel Taylor make an arrest.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Jackson Squares Off With Attorney SANTA MARIA, Calif. - Fans of Michael Jackson erupted in cheers Monday as the pop star emerged from a double-decker tour bus and went into court for a showdown with the prosecutor who has pursued him for years on child molestation charges...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Briefly: Sprint to bake in BlackBerry roundup Plus: Microsoft ships updated Works...FaceTime pulls in \$16 million...Bladed desktop pioneer gets \$25 million.,sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Patriots Sign Top Pick Watson (Reuters) Reuters - The New England Patriots\Monday announced the signing of first-round draft pick Benjamin\Watson. As per team policy, terms of the tight end's deal were\not released.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Olympics: Thorpe Beats Phelps as U.S. Fights Gold Gap ATHENS (Reuters) - Australian swimmer Ian Thorpe beat arch-rival Michael Phelps in the men's 200-meter freestyle on Monday as the United States pursued China, Australia and Japan in the medals table on day three of the Olympic Games.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Insurers face massive storm bill Insurers are counting the cost of Hurricane Charley in Florida, with early damage estimates reaching as high as \$14bn (7.6; 11bn euros).",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Thorpedo Sinks Phelps' Shot at Record ATHENS, Greece - The kid couldn't catch the Thorpedo - and he won't be catching Mark Spitz, either. Michael Phelps' quest for seven gold medals ended after just three events, doomed by another bronze Monday night in the most anticipated race at the Olympic pool - the head-to-head showdown with Australia's Ian Thorpe in the 200-meter freestyle...",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Iran Calls for U.N. Intervention in Iraq (AP) AP - Iran and Saudi Arabia called Monday for the United Nations to intervene in Iraq to stop the fighting between U.S. forces and Shhite militants hiding in the holy city of Najaf.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Congolese Massacre Victims in Burundi Mourned GATUMBA, Burundi (Reuters) - Mourners covered their faces to block the smell of disinfectant and death Monday as they buried more than 160 Congolese Tutsi refugees burned, hacked and shot in an attack on their camp in western Burundi.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Executive Compensation Post staff writer David Hilzenrath and editor Mike Flagg discuss which local executives have the sweetest deals.,business,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Reality TV under fire in Portugal following 'Big Brother' suicide bid (AFP) AFP - Reality television programs were under renewed fire in Portugal after the winner of the nation's first edition of the popular ""Big Brother"" series threatened to throw himself from a bridge over the weekend.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Md. Field Dig May Reach Back 16,000 Years (AP) AP - Robert D. Wall is too careful a scientist to say he's on the verge of a sensational discovery.",sci_tech,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Olympics: Thorpe Wins 'Race of the Century' ATHENS (Reuters) - Australia's Ian Thorpe won the gold medal in the men's 200 meters freestyle, dubbed the ""race of the century,"" at the Athens Olympics on Monday.",sports,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
Ex-Spymasters Want Power for Intel Czar (AP) AP - Three former spymasters told senators Monday that creating a new national intelligence director would be worthless without giving that person authority over the budgets of the nation's spy agencies.,world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
"Congolese Massacre Victims in Burundi Mourned GATUMBA, Burundi (Reuters) - Mourners covered their faces to block the smell of disinfectant and death on Monday as they buried more than 160 Congolese Tutsi refugees burned, hacked and shot in an attack on their camp in western Burundi.",world,hf:ag_news,2026-04-19T19:03:08.473768+00:00,world,0.4
